학년,학기,이수구분,학수번호,학부(과),교과목명,학점,시간,교과목해설
2학년,1학기,1교직,HATT0040,수학교육과,교육사회,2,2,"교육사회학은 교육이란 활동을 사회라는 거대한 조직과 연결하여 교육현장에서 활용할 수 있는 사회학적 지식을 체계화 한 것이란 관점에서, 교육의 사회적 기능 및 사회?문화간의 관계를 기존의 이론적 틀 속에서 규명하여 새로운 교육의 미래를 진단한다."
2학년,1학기,1교직,HATT0212,수학교육과,디지털교육,1,1,"본 강의는 시대에 부합하는 인재 양성 및 교육의 효과성 제고를 위해 예비교사의 AI?디지털 교육에 대한 이해 및 실천 역량을 키우는 것을 목적으로 한다. 본 강의는 AI?디지털에 대한 개념과 원리를 다루고, AI?디지털 기술의 올바른 사용과 윤리적 실천에 대한 비판적 관점과 논의를 진행한다. 학습자들은 예비교사로서 AI?디지털 융합 및 활용 교육의 개념을 이해하고 관련 사례를 접함으로써 교육 현장에서의 AI?디지털 기술을 효과적으로 활용할 수 있는 기초 소양을 기른다."
2학년,2학기,1전선,HABF0001,수학교육과,컴퓨터와수학교육,3,3,"수학계산, 그래프, 과학기술 계산에 필요한 수치적인 계산을 컴퓨터를 이용하여 실행해 보고 특히 공식으로 풀 수 없거나 복잡한 계산 때문에 컴퓨터의 도움을 필요로 하는 여러 방면의 수학 문제를 해결해 본다."
2학년,2학기,1전선,HABF1021,수학교육과,집합론교육,3,3,"집합론은 수라는 구체적 대상 뿐 아니라 추상적인 수학적 대상들도 아울러 연구하는 학문이다. 어떤 조직의 구조를 보다 잘 이해하기 위해서는 여러 가지 관점에서 분석하는 것이 필요함을 강조한다. 먼저 집합의 여러 개념을 이해하고 다음으로 다른 집합과의 관계에서 어떤 성질을 유도해내기 위한 함수의 개념을 도입하면 보다 효율적인 수학적 대상의 분석이 가능함을 교육한다. 또한 모든 개념들을 일선 중고 교과과정과 연관시켜 응용할 수 있도록 교육한다. 가산, 비가산 집합을 비교하고 자연수가 해결할 수 없는 측면을 보충하기 위하여 기수와 서수의 개념을 정의하고 우리가 논리적으로 가정하지 않을 수 없는 선택 함수의 개념과 동등한 여러 개념을 살펴본다. 이외에 수학적으로 해결되지 않고 있는 집합의 여러 문제들을 제시한다."
2학년,2학기,1전선,HABF2171,수학교육과,해석학1,3,3,"미적분학을 공부한 뒤 그 기본을 다루고 해석학의 기초 이론을 체계화하여 고급 해석학을 공부하는 기반을 확립한다. 집합론, 실수계의 연속성, 완비성, 콤펙트성, 수열과 급수의 성질, 함수의 극한과 연속, 미분 등의 이론과 성질을 다룬다."
2학년,2학기,1전심,HABF3272,수학교육과,위상수학2,3,3,"연속적인 변화에 상관없이 존재하는 도형의 성질을 연구하는 위상수학은 현대수학의 본질적인 배경을 이루고 있다. 이 강좌에서는 위상공간의 정확한 개념과 위상에 대한 기저, 두 위상공간의 연속함수, 위상동형 및 위상공간에서의 특수한 공간, 즉 거리공간, 노름공간, 힐버트 공간 등 여러 공간들 사이의 기초적인 관계를 파악하게 한다."
2학년,2학기,1교직,HATT0002,수학교육과,교육과정,2,2,"교육과정의 개념, 이론, 유형, 변천사, 그리고 최근의 교육과정 쟁점 등을 탐구하고, 교육과정 문해력을 함양하며, 교육과정을 편성, 재구성 및 개발하고 운영할 수 있는 능력을 배양한다."
2학년,2학기,1교직,HATT0004,수학교육과,미래교사와학교현장,1,1,"본 교과목은 교육학과 학생이 진로선택 및 취업과정의 모든 문제들을 스스로 생각하고 고민하여 결정하게 함에 그 목적이 있다. 다양한 질문을 통하여 교육 참가자 스스로 주차별 주제에 대해 생각할 기회를 제공하고, 자신의 입장을 발표할 수 있도록 유도한다. 또한, 주차별 주제에 맞는 자료를 제공하여 습득하게 하고, 학생 스스로 진로 선택 및 준비에 대해 결론을 맺을 수 있게 한다."
2학년,2학기,1교직,HATT0020,수학교육과,교육심리,2,2,"가르치고 배우는 과정과 관련된 인간의 심리를 체계적으로 이해하고, 교육현장에서 만나는 학생들의 심리적 특성을 탐구한다."
2학년,2학기,1교직,HATT0030,수학교육과,교육철학및교육사,2,2,교육이론의 기저를 형성하는 상이한 인간이해 및 주요한 철학적 관점을 소개하면서 교육의 본질과 목적 그리고 교육적 가치의 역사?문화적 요인들을 논의한다. 다양한 교육사상가와 교육철학을 비교?평가함으로써 교육의 기본적인 문제점들과 그에 대한 해결방안을 모색하며 그에 따른 교육의 이론과 철학의 동향을 연구한다.
2학년,2학기,1전선,HATT0066,수학교육과,수학교과교육론,3,3,"수학 및 수학교육의 본질을 다루고 수학의 지도에 관련된 여러 학습이론들을 소개하며 그 이론이 실제 수학교육현장에서 어떠한지를 분석, 연구한다."
2학년,2학기,1교직,HATT0104,수학교육과,교직실무,2,2,교직에 대한 이해를 높이고 교사의 실질적 업무를 개괄함으로써 바람직한 교사가 되기 위한 소양을 기른다. 1. 교사의 삶과 교직에 대한 자신의 견해를 확인하며 왜 교사가 되고자 하는지를 숙고한다. 2. 교사의 다양한 업무에 대해 실질적으로 이해한다.
2학년,2학기,1교직,HATT0200,수학교육과,교육봉사활동1,1,2,"초중등 학생들의 학습지도 등을 통하여 현장에서 학생들과 상호작용하는 경험을 쌓고, 예비교사로서 인성과 자질을 함양한다."
2학년,2학기,1교직,HATT0206,수학교육과,교육봉사활동2,1,2,"예비교사로서 학생들과 실질적인 교류를 경험하고, 이것을 통해 교직에 관한 마음가짐을 새롭게 한다."
3학년,1학기,1전심,HABF2202,수학교육과,해석학2,3,3,"해석학1의 연속 강좌로서 미분의 성질, Taylor 정리, Riemann 적분, 함수열, 평등수렴과 점열수렴, 초등함수열, 무한급수, 수렴판정법, 함수 급수 등의 이론과 성질을 다룬다."
3학년,1학기,1전선,HABF2212,수학교육과,기하학일반,3,3,"중등학교에서 취급하는 기하학 분야 전반에 걸쳐서 교재 연구를 하며, 대학에서 이미 배운 기하학의 이론들과 미적분학을 응용하여 기하학적인 성질을 연구한다. 이는 수학교사로서 기하학 이론을 체계적으로 익히는 데 도움을 주며, 중등 수학 교재와의 연계성을 한층 높이는 데 기여할 것이다."
3학년,1학기,1전선,HABF3241,수학교육과,확률및통계1,3,3,"수리통계의 이론을 통해서 통계적 사고 방법을 배우며 실제의 확률적, 통계적 문제를 풀 수 있고 응용할 수 있도록 하며 다루는 내용은 확률변수의 분포, 조건부확률과 확률적 독립, 이항분포, 다항분포, 포아송분포, 감마분포, 카이자승분포, 정규분포, 표본추출론, 이산형변수의 변환, 연속형변수의 변환, T와 F 분포, 순서 통계량의 분포 등이다."
3학년,1학기,1전선,HABF3251,수학교육과,현대대수학1,3,3,"정수 집합이 모델인 군의 뜻을 이해함으로써 어떻게 다항식의 해 구하는 문제가 군의 개념으로 표현될 수 있는가를 살펴보고 다양한 군의 예를 열거함으로써 군에 대한 이해를 넓힌다. 아울러 일상생활에서 그 예를 찾을 수 있는지 알아본다. 내부적으로 부분군, 정규부분을 정의하고, 외부적으로 준동형, 동형 함수를 그리고 이들을 결합한 상군 등을 정의함으로써 군의 구조파악에 노력한다. 또한 Sylow정리를 이해함으로써 유한군의 구조를 최대한 파악함을 목적으로 한다. 이것이 또한 우리 일상생활에서 어떻게 반영될 수 있는지를 생각해 본다."
3학년,1학기,1교직,HATT0003,수학교육과,교육평가,2,2,"교육평가에 관련된 검사문항 제작법, 검사의 양호도를 의미하는 타당도, 신뢰도, 객관도, 실용도, 문항의 난이도, 변별도 등에 관련된 이론을 살펴보고 이들 교육평가 분야에서의 최근 연구 동향을 파악하여 교육현장에서 효율적으로 활용할 수 있도록 한다."
3학년,1학기,1전심,HATT0086,수학교육과,수학교과교재연구및지도법,3,3,"수학에 관한 초,중등 및 대학 교재들을 통하여 교재가 어떻게 구성되었고 어떤 방향으로 지도할 것인지와 함께 수학교재 개선 방향에 대해 연구한다."
3학년,1학기,1교직,HATT0090,수학교육과,교육행정및교육경영,2,2,"교육행정 전반에 걸친 주요개념 및 이론들을 탐색하고 각 개념 및 이론들이 어떻게 교육현장에서 구현되고 있는지 이해한다. 교육조직, 직무동기, 교육리더십, 의사소통 및 의사결정, 인사행정, 재정, 장학, 학교 및 학급경영 등 교육행정 주요영역별 이론들을 실제적 적용 관점에서 탐구한다."
3학년,1학기,1교직,HATT0103,수학교육과,특수교육학개론,2,2,"본 교과는 일반교육 예비교사를 대상으로 특수교육 대상자에 대한 이해, 특수교육과정, 장애영역별 특성 및 교수-학습 방법, 통합교육, 장애인을 위한 제반 서비스 지원과 관련된 사항을 교육함으로써 장애학생 통합 상황에서 교사로써의 역할을 준비하기 위한 과목이다."
3학년,1학기,1교직,HATT0200,수학교육과,교육봉사활동1,1,2,"초중등 학생들의 학습지도 등을 통하여 현장에서 학생들과 상호작용하는 경험을 쌓고, 예비교사로서 인성과 자질을 함양한다."
3학년,1학기,1교직,HATT0206,수학교육과,교육봉사활동2,1,2,"예비교사로서 학생들과 실질적인 교류를 경험하고, 이것을 통해 교직에 관한 마음가짐을 새롭게 한다."
3학년,1학기,1교직,HATT0210,수학교육과,학교폭력예방및학생의이해,2,2,"중등 교육현장에서 생활지도의 주요한 쟁점이 되는 학교폭력을 효과적으로 다룰 수 있는 역량을 갖추기 위하여, 학교폭력의 구조, 유형, 원인, 위험요인 전반에 대한 이론적 이해와 더불어 학교폭력 예방 및 대처를 위한 다양하고 실제적인 접근을 다룬다."
3학년,2학기,1전선,HABF2161,수학교육과,미분기하학,3,3,"평행선 공리의 의미와 중요성을 여러 각도에서 분석하고 이를 가정하여 증명되는 Euclid 기하학의 정리들과 이를 부정했을 때의 비Euclid 기하학을 비교함으로써 논리적 사고력을 배양함은 물론 수학에의 이해와 시야를 넓힐 수 있음을 목적으로 한다. 아울러 평행선 공리와는 또다른 공리를 가정한 사영기하학과 곡선, 곡면 등의 수학적 대상을 미분적인 측면에서 고찰한 미분기하학을 다룬다."
3학년,2학기,1전선,HABF3262,수학교육과,복소함수론,3,3,"복소함수를 이해하고 해석함수를 통하여 복소적분의 개념을 확립하고 복소해석학의 기초를 다지고, 고교과정의 복소수와 벡터과정에 대한 이해를 심화시킨다. 복소함수, 해석함수, 초등함수에 관한 이론과 그 성질을 다루고, 복소적분, 급수, 유수의 성질, 등각사상, 초등함수의 사상, 조화함수와 그 응용 등을 다룬다."
3학년,2학기,1전심,HABF3282,수학교육과,확률및통계2,3,3,"이 강좌는 다양한 분야에서 관찰할 수 있는 통계적 문제들을 해결하기 위한 기초 통계적 추론 기법을 다루며, 구체적으로 표본분포, 추정, 검정, 회귀분석, 분산분석, 적합도 검정 등을 배운다."
3학년,2학기,1전심,HABF3292,수학교육과,현대대수학2,3,3,"중요한 수학적 대상의 하나인 환의 구조를 연구함을 목적으로 한다. 여러 종류의 환을 예시하고 그 중 여러 분야에서 중요하게 취급되는 다항식 환의 구조와 성질을 집중적으로 살펴본다. 정수론적으로 증명되었던 Euler와 Fermat 정리를 환의 개념과 연관지어 재조명한다. 군에서와 마찬가지로 새로운 환을 제공해 주는 이데알, 소이데알, 극대이데알 등에 대하여 알아보고 또한 환준동형함수, 환동형함수의 개념을 이해한다. 마지막으로 정역 중에서 특히 많이 취급되는 유일분해정역, 주이데알정역 그리고 유클리드정역 등을 소개한다."
3학년,2학기,1전심,HABF9001,수학교육과,수학교과논리및논술,3,3,"중등수학교육과정에서의 문제해결과 수학적 의사소통을 강조한다. 이 강의에서는 논리적 사고와 논리적 글쓰기를 통해 중등수학교사에게 필수적인 수학논리와 논술을 실천적 관점에서 다룬다. 문제를 만들고, 문제를 해결하고, 나아가 이를 논리적으로 서술하는 수학 논술 경험을 제공하여 원활한 수학적 의사소통 능력 함양을 목표로 한다."
3학년,2학기,1교직,HATT0056,수학교육과,생활지도및상담,2,2,"청소년들의 전인적 발달과 정신건강을 돕기 위한 생활지도의 다양한 접근을 이해하고, 실제 학교 현장에서 활용할 수 있는 생활지도 방법을 학습한다."
3학년,2학기,1교직,HATT0070,수학교육과,교육방법및교육공학,2,2,"교육공학과 관련한 기초적인 교수-학습이론 및 교수설계이론들을 탐구해 보고, 교사로서 혹은 교수설계자로서 효과적인 교수-학습환경을 설계 및 적용할 수 있는 능력을 배양시키고자 한다. 본 교과에서는 다양한 교수설계모형에 따라 실제 수업을 설계해보고, 학교교육뿐만 아니라 기업교육 등 다양한 맥락에서 교육공학을 활용할 수 있는 역량을 갖추도록 한다."
4학년,1학기,1전심,HABF4201,수학교육과,실함수론,3,3,"실함수론은 해석학을 공부한 뒤 축도론과 적분론 및 그의 응용을 중심으로 기초 개념을 심도있게 학습한다. 실함수론은 근세에 급속히 발전한 학문으로 함수 해석학의 기초를 이룰 뿐 아니라 자연과학, 공학, 사회과학 등에 널리 응용되고 있다. 실수 및 복소수계, 급수, 연속, 미분, 정적분, 함수열, 다변수함수, Lebesgue 적분 등을 다룬다."
4학년,1학기,1전선,HABF4221,수학교육과,인공지능과확률통계교육,3,3,"본 과목은 딥러닝의 기초가 되는 신경망의 원리, 딥러닝의 학습 원리, 그리고 딥러닝을 위한 다양한 모델들을 학습한다. 이를 위하여 NN, CNN, RNN 모델의 학습 원리와 이러한 딥러닝 모델의 수학교육을 포함한 다양한 응용분야에 대하여 학습한다."
4학년,1학기,1전심,HABF4231,수학교육과,수학교육종합설계,3,3,"수학교육에 대해 이미 배운 내용들을 종합 설계하는 과목으로 수학 교재, 수학교육용 컴퓨터 프로그램, 수학교육 관련 동영상 제작 등을 교육실습과 연계하여 제작하는 실습 과목이다."
4학년,1학기,1교직,HATT0100,수학교육과,학교현장실습,2,2,예비로사로서 수양과 덕목을 쌓는 기회를 만든다.
4학년,2학기,1전선,HABF4262,수학교육과,대수학교수법,3,3,"중등학교 교재 내용 중 대수학과 관련된 정수 집합과 유리수 집합의 관계와 정수집합과 실수 또는 복소수 집합의 관계의 유사점과 차이점을 알아봄으로써 수집합의 체계적인 이해를 도모하고, 이를 대수학의 근본 목표인 다항식의 근을 찾는 데 활용할 수 있게 하며, 또한 위의 개념을 중등학교 교사들이 응용하여 보다 다양한 대수학습이 이루어질 수 있게 교수법을 연구해 본다."
4학년,2학기,1전선,HATP0001,수학교육과,교과교실수업연구,3,3,"본 교과는 실제 학교현장에서 교사의 수업을 관찰하고, 현직교사 및 교수와 이론과 실제의 문제점을 파악하여 본인의 수업에 적용하고 수업 및 학생과의 소통능력등 예비교사 역량 제고에 목적을 둔다."
4학년,2학기,1전선,HATT0096,수학교육과,학습자중심수학교육,3,3,수학교육과 전학년을 통하여 습득한 수학의 각 분야별 내용을 중등학생을 가르친다는 입장에서 정리해 보고 교직과목에서 배웠던 교육학 내용을 수학교육 측면에서 수학내용학과 연계해서 실습해 본다.
4학년,2학기,1교직,HATT0100,수학교육과,학교현장실습,2,2,예비로사로서 수양과 덕목을 쌓는 기회를 만든다.
4학년,2학기,1교직,HATT0101,수학교육과,학교현장실습(학기제),2,2,예비로사로서 수양과 덕목을 쌓는 기회를 만든다.
4학년,2학기,1교직,HATT0211,수학교육과,교직과미래교사,2,2,"이 과목은 교직과 교사의 개념, 교직의 전문성과 개발, 교사의 역할과 책임, 교사의 양성과 발달 프로그램, 교사의 인간관계와 교직 수행에 미치는 영향 등을 두루 살펴보고, 특히 급변하는 교직환경 속에서 교사로서의 진로 목표를 이해하고 가다듬고자 한다."
전체학년,하계 특별학기(A),1전선,HATB0041,수학교육과,편미분방정식(특별),3,3,
3학년,2학기,1전선,HARF0003,경영경제대학,취업과창업(경영경제),1,1,"전공과정 3학년 학생을 대상으로 취, 창업 트렌드와 최신 정보 제공, 취업 선배 현직자 및 전문가 특강, 직업 선호도 검사, 자기소개서 작성 지도 및 면접스킬 특강 등을 통해 졸업 후 진로 설정에 도움을 주며, 취·창업 전략을 수립, 설계하고 준비할 수 있도록 한다."
1학년,1학기,1전선,HAAC9235,경제금융학부,소비자심리의이해,3,3,"현대 사회에서 소비는 산업을 이끄는 동력일 뿐만 아니라, 개인의 정체성을 표현하는 중요한 주단이 되고 있다. 현대인은 단지 필요에 의해서만 소비하는 것이 아니라 매우 다양하고 복잡한 심리적 의사결정과정을 통해 소비를 한다. 본 교과목은 소비의 본질에 한 걸음 다가서고자 하는 소비자학의 기초로서 소비의 제 국면에 개입하는 다양한 심리적 현상을 소비생활의 실제에 초점을 맞추어 탐구한다. 또한 소비자 구매의사결정과 정보처리과정을 사회심리적 모델을 중심으로 분석하고 이에 영향을 미치는 심리적,사회적,문화적 요인들을 검토한다."
1학년,1학기,1전선,HAAC9250,경제금융학부,금융경제와데이터,3,3,"통계적 방법을 금융·경제 데이터에 응용하여 금융경제 데이터들의 통계적 특성, 통계적 기법을 통한 금융경제 데이터의 활용 등에 대한 학습"
1학년,1학기,1전선,HAUS0009,경제금융학부,경제학입문,3,3,"이 과목은 경제학 전반의 개요를 강의한다. 경제 및 경제학이 어떻게 발전해 왔는가, 그리고 경제학이 분석하고자 하는 대상이 무엇이며 어떠한 방법에 의하여 어떠한 내용을 연구하는 것이 경제학인가 등을 개괄한다. 특히, 수요와 공급의 기본 개념과 더불어 가격이 어떻게 결정되는지, 경제주체들은 왜 특정한 선택을 해야 하는지, 정부는 어떠한 이유로 경제정책을 수립하며 또 그 정책의 효과가 경제주체들에게 미치는 영향은 무엇인지 등을 살펴본다. 외부성과 공공재, 독과점 등 경제학의 중요 개념을 숙지하고, 이러한 경제현상의 현대 산업사회에의 함의에 관해 논한다. 주로 경제학의 미시경제 영역을 중심으로 강의를 진행한다."
1학년,2학기,1전선,HAAC2182,경제금융학부,경제통계입문,3,3,"경제학을 이론과 실증분석의 두 부문으로 성립된 학문으로 정의할 때, 본 강의에서 학생들은 경제자료로 표현되는 현실의 실증분석을 통하여 경제이론과 자료 분석 방법을 배우게 된다. 통계학의 기초적인 이론 습득과 아울러 경제 경영 관련 예제를 통해 실제 자료를 활용한 분석 능력을 배양하도록 한다. 특히 오픈 프로그램인 파이썬(Python)을 활용한 실습을 병행하여 학생들로 하여금 실제 자료(Data)를 이용한 실무적 분석 능력을 배양할 수 있도록 한다."
1학년,2학기,1전선,HAAC9259,경제금융학부,경제통계실습,3,3,"경제통계학은 경제학에서 강조하는 합리적인 의사결정을 위해 보다 객관적이고 정확한 정보를 수집, 정리, 분석할 수 있도록 하기 위한 필수적인 기초 학문이다. 이 강의에서는 경제통계학 입문에서 배운 기초 이론 내용을 엑셀 등 통계 패키지와 예제 데이터를 활용하여 적용한다. 본 교과를 통해 학생들의 경제 금융 관련 데이터 처리 및 활용 역량을 강화시키고 실제 통계 소프트웨어 활용능력을 배양한다."
1학년,2학기,1전선,HAAC9262,경제금융학부,AI와소비자이슈,3,3,"AI 혁명으로 인해 법과 제도를 비롯한 윤리적 문제, 금융 관련 문제, 계약 관련 문제 등 여러 가지 사회문제가 발생하고 있다. 이러한 시대적 변화에 적응하기 위해 AI를 이해하고 활용할 수 있는 능력을 배양하는 한편 AI로 인해 발생하는 소비자보호관련 이슈를 탐색함으로써 인공지능 시대를 살아갈 수 있는 지식과 능력을 배양한다."
1학년,2학기,1전선,HAFB0001,경제금융학부,경제학원론,3,3,"‘경제의 이해’ 교과목 강의를 기초로 한다. 경제학원론에서는 수요와 공급의 기본 개념과 더불어 가격이 어떻게 결정되는지, 경제주체들은 왜 특정한 선택을 해야 하는지, 정부는 어떠한 이유로 경제정책을 수립하며 또 그 정책의 효과가 경제주체들에게 미치는 영향이 무엇인지, 물가 불안이 우리에게 어떠한 영향을 미치며 통화라는 것은 경제활동에 어떠한 역할을 하는 것인지, 왜 국제적인 거래가 발생하는지, 그리고 경제 불안 혹은 경제위기가 발생하는 이유는 무엇인지 등 현실 경제와 관련된 다양한 주제들을 경제학 기초이론을 바탕으로 분석하는 방법들을 배우게 될 것이다."
2학년,1학기,1전선,HAAC2121,경제금융학부,미시경제학,3,3,경제적 자원이 희소함으로 생기는 문제를 해결하기 위하여 효율적인 자원배분과 공평한 분배에 초점을 맞춤으로써 경제학 제반분야를 이해할 수 있는 능력을 기르도록 한다.
2학년,1학기,1전선,HAAC2131,경제금융학부,거시경제학,3,3,"국민경제의 총량분석을 위한 기초지식의 습득을 목표로 한다. 거시경제학의 양대 산맥인 고전학파와 케인즈 학파의 경제학, 소비, 투자, 정부재정, 경기변동 및 경제성장에 대해서 학습한다. IS-LM 및 AD-AS 등의 중요한 분석도구와 그 활용방법에 관하여 자세히 공부한다."
2학년,1학기,1전선,HAAC3003,경제금융학부,경제학방법론,3,3,"경제학을 연구하는데 있어서 필요한 행렬, 미분, 최적화 등의 수학적 기초에 대해 학습하되, 단순히 수학적인 측면을 강조하기보다는 경제학 학습과정에서 당면하게 되는 문제들을 중심으로 수리적 사고를 적용함으로써 궁극적으로 경제학에 대한 이해를 깊게 하기 위한 기초과목이다."
2학년,1학기,1전선,HAAC5003,경제금융학부,재무경제학,3,3,본 강좌에서는 기업가치의 극대화를 위하여 기업자금의 조달과 운영을 어떻게 효율적으로 행할 것인지를 연구하게 된다. 강좌는 자본의 시간가치에 따른 적절한 투자방안을 선택하는 것에서 출발하여 포트폴리오 이론 등 기업경영에서의 위험관리를 다루고 나아가 자본조달결정과정에 대한 이해까지 진행될 예정이다.
2학년,1학기,1전선,HAAC6004,경제금융학부,부동산원론,3,3,"부동산학원론은 부동산학을 구성하는 여러 각론 분야들을 개관하고 기본원리들을 배우는 과목이다. 본 강의의 목표는 두 가지이다. 첫째는 부동산에 대한 관심과 기본지식을 배양하는 것이고, 둘째는 부동산관련 자격증 시험에 대비하는 것이다."
2학년,1학기,1전선,HAAC9237,경제금융학부,소비자주의와시장환경,3,3,"소비자학의 개론과목으로 시장의 구조와 본질을 이해하고, 변화하는 시장 환경에서의 소비자의 위치와 역할을 조명한다. 또한 소비자의사결정, 소비자행태, 소비자문제와 정책, 소비자교육, 소비자운동 등을 개괄적으로 살펴본다."
2학년,1학기,1전선,HAAC9255,경제금융학부,소비자와유통,3,3,"세계화, 정보화 사회로 일컬어지는 현대사회에서 시장 환경은 급변하고 있으며, 생산자와 소비자 사이의 분리를 메워주는 유통환경 역시 급변하고 있다. 소비자의 활발한 시장참여와 기업의 소비자 지향적 경영활동이 요구되는 현대사회에서 유통의 의미와 과정을 소비자학적인 시각에서 고찰하고, 유통과정에서 발생할 수 있는 소비자문제와 대처방안에 대해서 논의하는 것을 목적으로 한다. 특히 디지털 플랫폼 시대에 새로운 유형의 리테일·커머스 트렌드에 대해서도 상세히 학습하도록 한다."
2학년,1학기,1전선,HAAC9258,경제금융학부,경제학특강,3,3,"시장경제의 작동원리를 이해하고 이를 바탕으로 우리나라 각 분야의 현안에 대해 논의한다. 본 교과목은 경제학적 사고방식과 시장경제의 작동원리에 대한 기본적인 이해로부터 시작하여 우리나라 경제에서 기업, 노동, 정부, 제도와 정책, 교육과 문화 등 각 분야의 현안을 살펴보고 분석함으로써 현실 경제에 대한 이해를 제고한다."
2학년,1학기,1전선,HAAC9261,경제금융학부,소비자의사결정론,3,3,시장의 글로벌화로 인해 재화의 종류 및 유통과정은 더욱 복잡해졌으며 급속하게 변화하는 시장환경 속에서 소비자의 선택은 더욱 어렵게 되었다. 이에 소비자의사결정 이론을 바탕으로 실제 소비자 의사결정 행동을 연구·분석함으써 합리적인 소비자의사결정 능력을 배양한다.
2학년,2학기,1전선,HAAC0006,경제금융학부,금융투자론,3,3,투자자산의 가격결정에 관한 이론체계로서의 투자론 중 특히 증권투자의 분석을 위한 강좌이다. 이를 위해서 전반부는 분산투자에 관한 현대 포트폴리오 선택이론과 가격결정의 구조를 밝히고 이와 관련된 여러 시장균형 모형을 연구한다. 후반부는 증권시장 효율성 문제와 함께 최근 중요한 이슈인 파생상품을 다룬다.
2학년,2학기,1전선,HAAC0008,경제금융학부,화폐금융론,3,3,"화폐에 관한 다양한 이론을 학습하고 이들 이론을 현실경제에 응용한다. 특히 화폐의 수요, 공극과 이자율이론, 중앙은행의 기능 및 통화신용정책 등을 중심으로 논의를 전개하며, 통화량이 경기변동, 인플레이션, 이자율, 주가 등 경제의 영향을 미치는 경로와 그 효과에 대해서 공부함으로써, 경제현상에 대한 이해를 높이는 것을 목적으로 한다."
2학년,2학기,1전선,HAAC6005,경제금융학부,부동산금융론,3,3,"본 강의는 부동산시장의 작동원리에 관해 공부한다. 도시의 형성과 발정, 도시공간구조의 결정 및 주택 및 토지시장의 작동원리에 대해 학습한다. 부동산경제학의 이론을 충실히 공부함과 아울 실천 (practice)에도 충분한 주의를 기울일 것이다."
2학년,2학기,1전선,HAAC8001,경제금융학부,자본시장의이해,3,3,"자본시장에 대한 체계적인 이해와 더불어 금융의 기능에 대한 학습을 하는 것이 이 과목의 주요 목적이다. 금융시스템의 이해, 금융기관들(은행, 증권회사 등)의 역할, 금융상품(주식, 채권, 파생상품 등)의 이해, 투자자의 선택, 자산운용업무 및 펀드시장의 기능에 대한 이해와 더불어 이를 국제자본시장의 이행을 접목하는 폭넓은 학습에 초점을 둔다. 특히, 최근 도입된 자본시장통합법에 대한 전반적인 이해를 하는데도 이 강의가 도움이 될 것이다. 은행, 증권회사 및 금융관련기관들에 관심 있는 학생들과 금융관련 자격증을 준비하고자 하는 학생들이나 준비 중인 학생들 중 자본시장에 대한 전반적인 체계를 이해하고자 하는 학생들에게 이 강의가 도움이 될 것으로 예상한다."
2학년,2학기,1전선,HAAC9001,경제금융학부,산업조직론,3,3,"본 강좌는 시장경제에서 산업 및 시장의 수직적 그리고 수평적 구조의 결정과 시장구조가 그 구성원들의 행동 및 성과에 미치는 영향을 논의한다. 보다 구체적으로 여러 생산 단계를 거치는 생산에서 산업의 경계가 어떻게 결정되며, 각 기업이 그 단계들 중에서 어떤 부분을 포함할 것인가 하는 수직적 문제와 각 산업에서 경쟁구조가 어떻게 결정되며 그렇게 결정된 경쟁구조가 그 산업의 생산량이나 가격 등에 어떤 영향을 미치는가 하는 수평적 문제가 분석의 대상이 된다. 학기 전반부의 강의는 최근까지 발전된 게임이론을 요약하여 소개하며 실제 산업에서의 전략의 활용에 관하여 논한다. 학기 후반부의 강의는 산업조직 이론의 주제별로 강의를 전개하며 각 주제에 맞추어 이론과 사례를 소개한다."
2학년,2학기,1전선,HAAC9238,경제금융학부,소비자경제학,3,3,"소비자행동에 대하여 경제학적 관점에서의 이해를 도모한다. 관련 기초지식을 익히고, 소득, 소비와 저축, 자산과 부채, 개인재무설계 및 자산관리, 가족행동 등에 대한 이론을 소개하고 관련 통계자료들을 살펴봄으로써 현실인식에 대한 이해를 돕는다."
2학년,2학기,1전선,HAAC9240,경제금융학부,소비자트렌드분석,3,3,본 과목은 시장조사의 가장 중요한 수단으로서 소비트렌드를 예측하고 분석할 수 있는 능력을 개발하는 과목이다. 소비트렌드 분석에 필요한 다양한 양적 질적 방법들을 학습하고 실제로 소비트렌드를 분석하게 될 것이다. 이 과정에서 소비트렌드의 다양한 흐름을 분석하고 트렌드 읽기의 기본자세와 정보수집 기술을 습득하게 된다.
2학년,2학기,1전선,HAAC9244,경제금융학부,금융소비자론,3,3,"복잡하고 다양한 금융상품의 출시등 빠르게 변화하는 금융시장환경에서 금융소비자로서의 역할이 중요해지고 있다. 이에 금융시장과 금융소비자행동을 이해하고, 금융관련 피해예방을 위한 소비자정보, 금융소비자교육 이론을 학습하며, 금융소비자피해사례의 분석을 통해 금융소비자 상담 및 피해구제에 대한 이론과 실제를 학습한다."
